individualCount,decimalLatitude,decimalLongitude,datasetID,type,language,license,rightsHolder,accessRights,institutionCode,datasetName,basisOfRecord,occurrenceID,recordedBy,samplingProtocol,samplingEffort,eventDate,geodeticDatum,coordinateUncertaintyInMeters,countryCode,verbatimLocality,identifiedBy,scientificName,kingdom,occurrenceStatus
,51.28570,4.60170,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Allacma fusca,Animalia,Absent
,50.87349,4.87272,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
1,50.79515,4.70634,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
,50.74672,4.41314,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
3,50.70605,4.30268,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
,50.76559,4.41923,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
,50.76456,4.41899,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
12,50.74941,4.42457,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
,50.80788,4.68206,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
,50.81204,4.70360,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
2,50.77494,3.72378,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
6,50.86618,4.11538,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
,51.16886,5.31837,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
,51.03043,5.56659,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
,50.88738,5.32584,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
,50.89563,5.57704,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
,50.93905,5.60619,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
,51.17542,5.33285,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
,51.16785,5.69418,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
1,51.17014,5.69486,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
,50.99674,5.65063,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
,51.23477,3.42455,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
24,50.97966,3.92333,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
1,51.01857,5.09619,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
,50.97528,3.80372,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
,50.97501,3.80318,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
1,50.99605,4.20486,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
,50.81229,4.06393,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
30,50.81193,4.06450,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
1,50.78156,3.79752,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
3,50.76288,3.50054,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
,51.16258,3.57264,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
,50.77549,3.68833,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
3,50.77140,3.93445,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
6,51.14931,3.45492,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
,51.06977,3.03692,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
21,50.97146,2.96032,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
1,51.13697,3.24174,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Present
,51.06942,3.37150,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
,50.83772,2.67101,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Brachystomella parvula,Animalia,Absent
,51.28570,4.60170,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Caprainea marginata,Animalia,Absent
,51.29000,4.83640,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Caprainea marginata,Animalia,Absent
,51.30700,4.52050,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Caprainea marginata,Animalia,Absent
,51.07500,4.31400,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Caprainea marginata,Animalia,Absent
,51.19730,4.56620,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Caprainea marginata,Animalia,Absent
,51.37220,4.45040,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Caprainea marginata,Animalia,Absent
,51.37400,4.45050,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Caprainea marginata,Animalia,Absent
,51.27454,4.93177,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Caprainea marginata,Animalia,Absent
2,50.87349,4.87272,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Caprainea marginata,Animalia,Present
,50.79515,4.70634,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Caprainea marginata,Animalia,Absent
,50.74672,4.41314,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Caprainea marginata,Animalia,Absent
,50.70605,4.30268,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Caprainea marginata,Animalia,Absent
,50.76559,4.41923,https://doi.org/10.15468/XXXXX,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,"FOURCAST_legacy - Collembola, Belgium",HumanObservation,FOURCAST:COLLEMBOLA:ID_row,Luc De Bruyn | Wim Jacobs | Frans Janssens,pitfall traps,pitfall traps,1997-05,WGS84,18,BE,Site Name,Luc De Bruyn | Wim Jacobs | Frans Janssens,Caprainea marginata,Animalia,Absent
